,sex,xDAI_blockchain_address,trt_label,area_name,gender,biz_type,days_enrolled_0,days_active_0,bal_0,bal_1,bal_2,bal_3,bal_4,bal_5,svol_in_0,svol_in_1,svol_in_2,svol_in_3,svol_in_4,svol_in_5,svol_out_0,svol_out_1,svol_out_2,svol_out_3,svol_out_4,svol_out_5,stxns_in_0,stxns_in_1,stxns_in_2,stxns_in_3,stxns_in_4,stxns_in_5,stxns_out_0,stxns_out_1,stxns_out_2,stxns_out_3,stxns_out_4,stxns_out_5,sunique_in_0,sunique_in_1,sunique_in_2,sunique_in_3,sunique_in_4,sunique_in_5,sunique_out_0,sunique_out_1,sunique_out_2,sunique_out_3,sunique_out_4,sunique_out_5,otxns_in_0,otxns_in_1,otxns_in_2,otxns_in_3,otxns_in_4,otxns_in_5,otxns_out_0,otxns_out_1,otxns_out_2,otxns_out_3,otxns_out_4,otxns_out_5,ovol_in_0,ovol_in_1,ovol_in_2,ovol_in_3,ovol_in_4,ovol_in_5,ovol_out_0,ovol_out_1,ovol_out_2,ovol_out_3,ovol_out_4,ovol_out_5,females_sold_to_0,females_sold_to_1,females_sold_to_2,females_sold_to_3,females_sold_to_4,females_sold_to_5,females_bought_from_0,females_bought_from_1,females_bought_from_2,females_bought_from_3,females_bought_from_4,females_bought_from_5,males_sold_to_0,males_sold_to_1,males_sold_to_2,males_sold_to_3,males_sold_to_4,males_sold_to_5,males_bought_from_0,males_bought_from_1,males_bought_from_2,males_bought_from_3,males_bought_from_4,males_bought_from_5,fem_support_0,fem_support_1,fem_support_2,fem_support_3,fem_support_4,fem_support_5,food_water_vol_0,food_water_vol_1,food_water_vol_2,food_water_vol_3,food_water_vol_4,food_water_vol_5,labour_vol_0,labour_vol_1,labour_vol_2,labour_vol_3,labour_vol_4,labour_vol_5,health_vol_0,health_vol_1,health_vol_2,health_vol_3,health_vol_4,health_vol_5,savings_vol_0,savings_vol_1,savings_vol_2,savings_vol_3,savings_vol_4,savings_vol_5,shop_vol_0,shop_vol_1,shop_vol_2,shop_vol_3,shop_vol_4,shop_vol_5,education_vol_0,education_vol_1,education_vol_2,education_vol_3,education_vol_4,education_vol_5,food_water_n_0,food_water_n_1,food_water_n_2,food_water_n_3,food_water_n_4,food_water_n_5,labour_n_0,labour_n_1,labour_n_2,labour_n_3,labour_n_4,labour_n_5,health_n_0,health_n_1,health_n_2,health_n_3,health_n_4,health_n_5,savings_n_0,savings_n_1,savings_n_2,savings_n_3,savings_n_4,savings_n_5,shop_n_0,shop_n_1,shop_n_2,shop_n_3,shop_n_4,shop_n_5,education_n_0,education_n_1,education_n_2,education_n_3,education_n_4,education_n_5,transport_n_0,transport_n_1,transport_n_2,transport_n_3,transport_n_4,transport_n_5,energy_n_0,energy_n_1,energy_n_2,energy_n_3,energy_n_4,energy_n_5,environment_n_0,environment_n_1,environment_n_2,environment_n_3,environment_n_4,environment_n_5,other_n_0,other_n_1,other_n_2,other_n_3,other_n_4,other_n_5
20483,0,0xf608F1cDCC65Ed8F8f2D08a53cfe2c4d96d367cb,0,Nairobi,male,Farming/Labour,160,264,3293.3469586374695,3405.269099756691,3405.269099756691,3731.497810218978,3733.9309002433088,3733.9309002433088,3221.6545012165448,3331.1435523114355,3331.1435523114355,3657.177615571776,3657.177615571776,3657.177615571776,3293.333333333333,3405.2554744525546,3405.2554744525546,3731.2895377128953,3732.700729927007,3732.700729927007,75,76,76,87,87,87,89,90,90,101,102,102,49,49,49,59,59,59,59,59,59,69,70,70,19,20,20,21,23,23,0,0,0,0,0,1,71.69245742092457,74.12554744525546,74.12554744525546,74.32019464720194,76.75328467153284,76.75328467153284,0.0,0.0,0.0,0.0,0.0,0.024330900243309,32,32,32,35,35,35,27,27,27,30,30,30,54,55,55,63,64,64,48,49,49,57,57,57,795.279805352798,795.279805352798,795.279805352798,851.2408759124087,851.2408759124087,851.2408759124087,492.7007299270073,492.7007299270073,492.7007299270073,565.6934306569343,565.6934306569343,565.6934306569343,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,66.95863746958638,66.95863746958638,66.95863746958638,66.95863746958638,66.95863746958638,66.95863746958638,1518.7347931873478,1630.6569343065694,1630.6569343065694,1810.705596107056,1810.705596107056,1810.705596107056,477.5912408759124,477.5912408759124,477.5912408759124,535.985401459854,537.3965936739659,537.3965936739659,0.0,0.0,0.0,0.0,0.0,0.0,23,23,23,28,28,28,10,10,10,10,10,10,4,4,4,4,4,4,10,11,11,12,12,12,27,27,27,31,32,32,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,5,5,5,1,1,1,1,1,1,0,0,0,0,0,0
20484,1,0xF524b18DF8aC0aF0C9C0dC348B010a1384AB73A2,1,Nairobi,female,Food/Water,160,264,3282.325790754258,3394.247931873479,3423.44501216545,3749.673722627737,3752.106812652068,3752.106812652068,3207.8588807785886,3317.3479318734794,3317.3479318734794,3643.3819951338196,3643.3819951338196,3643.3819951338196,3282.311435523114,3394.2335766423357,3394.2335766423357,3749.4647201946473,3750.875912408759,3750.875912408759,76,77,77,88,88,88,91,92,92,103,105,105,50,50,50,60,60,60,59,59,59,69,70,70,19,20,23,24,26,26,0,0,0,0,0,1,74.4669099756691,76.9,106.0970802919708,106.29172749391728,108.72481751824817,108.72481751824817,0.0,0.0,0.0,0.0,0.0,0.024330900243309,32,32,32,35,36,36,27,27,27,30,30,30,56,57,57,65,66,66,49,50,50,58,58,58,813.2846715328467,813.2846715328467,813.2846715328467,869.2457420924574,869.2457420924574,869.2457420924574,632.9683698296836,632.9683698296836,632.9683698296836,720.5596107055961,720.7542579075425,720.7542579075425,227.98053527980534,227.98053527980534,227.98053527980534,227.98053527980534,227.98053527980534,227.98053527980534,94.69586374695864,94.69586374695864,94.69586374695864,94.69586374695864,94.69586374695864,94.69586374695864,1493.30900243309,1605.2311435523113,1605.2311435523113,1785.279805352798,1785.279805352798,1785.279805352798,591.6301703163017,591.6301703163017,591.6301703163017,661.7031630170316,662.9197080291971,662.9197080291971,0.0,0.0,0.0,0.0,0.0,0.0,25,25,25,30,31,31,9,9,9,9,9,9,5,5,5,5,5,5,9,10,10,11,11,11,29,29,29,33,34,34,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,5,5,5,1,1,1,1,1,1,0,0,0,0,0,0
20487,0,0x0cBCB4DFeC5AC54a187bE015dA1Da22394EE6042,1,Nairobi,male,Food/Water,160,264,3149.357420924574,3261.2795620437955,3290.4766423357664,3614.3695863746957,3616.8026763990265,3616.8026763990265,3072.0681265206813,3181.5571776155716,3181.5571776155716,3505.1581508515815,3505.1581508515815,3505.1581508515815,3149.3430656934306,3261.2652068126517,3261.2652068126517,3614.0632603406325,3615.5717761557175,3615.5717761557175,76,77,77,88,88,88,94,95,95,106,107,107,47,47,47,57,57,57,61,61,61,71,72,72,20,21,24,25,27,27,0,0,0,0,0,1,77.28929440389294,79.72238442822385,108.91946472019465,109.21143552311436,111.64452554744526,111.64452554744526,0.0,0.0,0.0,0.0,0.0,0.024330900243309,34,34,34,37,37,37,29,29,29,32,32,32,55,56,56,64,65,65,46,47,47,55,55,55,744.0145985401459,744.0145985401459,744.0145985401459,797.5425790754258,797.5425790754258,797.5425790754258,644.6958637469586,644.6958637469586,644.6958637469586,732.287104622871,732.287104622871,732.287104622871,290.5109489051095,290.5109489051095,290.5109489051095,290.5109489051095,290.5109489051095,290.5109489051095,97.08029197080292,97.08029197080292,97.08029197080292,97.08029197080292,97.08029197080292,97.08029197080292,1262.6520681265206,1374.574209245742,1374.574209245742,1552.1897810218977,1552.1897810218977,1552.1897810218977,614.4525547445255,614.4525547445255,614.4525547445255,684.5255474452555,686.0340632603406,686.0340632603406,0.0,0.0,0.0,0.0,0.0,0.0,27,27,27,32,32,32,11,11,11,11,11,11,6,6,6,6,6,6,8,9,9,10,10,10,29,29,29,33,34,34,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,4,4,4,1,1,1,1,1,1,0,0,0,0,0,0
20488,0,0xf116A3508d587c8Bd6863C981455d643A7A7c9dC,1,Nairobi,male,Shop,160,264,3285.951094890511,3397.873236009732,3427.070316301703,3753.2990267639902,3755.732116788321,3755.732116788321,3213.38199513382,3322.8710462287104,3322.8710462287104,3648.905109489051,3648.905109489051,3648.905109489051,3285.9367396593675,3397.8588807785886,3397.8588807785886,3753.0900243309,3754.501216545012,3754.501216545012,77,78,78,89,89,89,90,91,91,102,103,103,51,51,51,61,61,61,60,60,60,70,71,71,19,20,23,24,26,26,0,0,0,0,0,1,72.569099756691,75.0021897810219,104.1992700729927,104.39391727493917,106.82700729927008,106.82700729927008,0.0,0.0,0.0,0.0,0.0,0.024330900243309,32,32,32,35,36,36,27,27,27,30,30,30,55,56,56,64,64,64,50,51,51,59,59,59,795.279805352798,795.279805352798,795.279805352798,851.2408759124087,851.2408759124087,851.2408759124087,499.7080291970803,499.7080291970803,499.7080291970803,587.2992700729927,588.7104622871046,588.7104622871046,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,223.5523114355231,223.5523114355231,223.5523114355231,223.5523114355231,223.5523114355231,223.5523114355231,1348.5401459854015,1460.4622871046229,1460.4622871046229,1640.5109489051094,1640.5109489051094,1640.5109489051094,480.316301703163,480.316301703163,480.316301703163,550.3892944038929,550.3892944038929,550.3892944038929,0.0,0.0,0.0,0.0,0.0,0.0,24,24,24,29,30,30,10,10,10,10,10,10,7,7,7,7,7,7,9,10,10,11,11,11,27,27,27,31,31,31,0,0,0,0,0,0,3,3,3,3,3,3,2,2,2,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0
20489,0,0xf01836aF1771d22c8D56D25C5273a282b16Fb02e,0,Nairobi,male,Farming/Labour,160,264,3080.2576642335766,3192.1798053527978,3192.1798053527978,3506.2430656934303,3508.6761557177615,3508.6761557177615,3014.9391727493917,3124.428223844282,3124.428223844282,3438.296836982968,3438.296836982968,3438.296836982968,3080.243309002433,3192.1654501216544,3192.1654501216544,3506.0340632603406,3507.4452554744526,3507.4452554744526,76,77,77,87,87,87,89,90,90,101,102,102,50,50,50,59,59,59,60,60,60,69,70,70,18,19,19,20,22,22,0,0,0,0,0,1,65.31849148418492,67.75158150851581,67.75158150851581,67.9462287104623,70.37931873479319,70.37931873479319,0.0,0.0,0.0,0.0,0.0,0.024330900243309,30,30,30,34,34,34,26,26,26,29,29,29,55,56,56,63,64,64,49,50,50,57,57,57,733.3333333333333,733.3333333333333,733.3333333333333,791.727493917275,791.727493917275,791.727493917275,655.4257907542578,655.4257907542578,655.4257907542578,743.0170316301703,743.0170316301703,743.0170316301703,227.98053527980534,227.98053527980534,227.98053527980534,227.98053527980534,227.98053527980534,227.98053527980534,66.95863746958638,66.95863746958638,66.95863746958638,66.95863746958638,66.95863746958638,66.95863746958638,1273.406326034063,1385.3284671532847,1385.3284671532847,1553.2116788321168,1553.2116788321168,1553.2116788321168,613.8686131386861,613.8686131386861,613.8686131386861,657.6642335766423,659.0754257907543,659.0754257907543,0.0,0.0,0.0,0.0,0.0,0.0,25,25,25,31,31,31,9,9,9,9,9,9,4,4,4,4,4,4,8,9,9,10,10,10,29,29,29,32,33,33,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,5,5,5,1,1,1,1,1,1,0,0,0,0,0,0
20492,1,0x84eC01a286845E7D2d1e3F64060eA71A2a59e741,1,Nairobi,female,Shop,160,264,3286.218734793187,3398.140875912409,3427.337956204379,3427.337956204379,3428.554501216545,3428.554501216545,3206.4233576642337,3315.912408759124,3315.912408759124,3315.912408759124,3315.912408759124,3315.912408759124,3277.6885644768854,3389.610705596107,3399.3430656934306,3418.807785888078,3418.807785888078,3418.807785888078,76,77,77,77,77,77,89,90,91,92,92,92,48,48,48,48,48,48,58,58,58,58,58,58,20,21,24,24,25,25,1,1,1,1,1,2,79.79537712895377,82.22846715328467,111.42554744525548,111.42554744525548,112.64209245742093,112.64209245742093,8.51581508515815,8.51581508515815,8.51581508515815,8.51581508515815,8.51581508515815,8.540145985401459,31,31,32,32,32,32,30,30,30,30,30,30,54,55,55,56,56,56,45,46,46,46,46,46,805.9610705596107,805.9610705596107,805.9610705596107,805.9610705596107,805.9610705596107,805.9610705596107,544.257907542579,544.257907542579,553.9902676399026,553.9902676399026,553.9902676399026,553.9902676399026,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,361.80048661800487,221.8978102189781,221.8978102189781,221.8978102189781,221.8978102189781,221.8978102189781,221.8978102189781,1341.1192214111923,1453.0413625304136,1453.0413625304136,1472.5060827250609,1472.5060827250609,1472.5060827250609,594.3065693430657,594.3065693430657,594.3065693430657,594.3065693430657,594.3065693430657,594.3065693430657,0.0,0.0,0.0,0.0,0.0,0.0,26,26,27,27,27,27,10,10,10,10,10,10,6,6,6,6,6,6,8,9,9,10,10,10,27,27,27,27,27,27,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,1,1,1,1,1,1,0,0,0,0,0,0
20501,0,0xd8870F9d4ec6c41Db07E4B3D69C392f06acF0d97,1,Nairobi,male,Food/Water,159,263,1451.1931873479316,1453.6262773722626,1482.8233576642333,1482.8233576642333,1484.039902676399,1484.039902676399,1335.7664233576643,1335.7664233576643,1335.7664233576643,1335.7664233576643,1335.7664233576643,1335.7664233576643,1450.6326034063259,1450.6326034063259,1450.6326034063259,1450.6326034063259,1482.8223844282238,1482.8223844282238,81,81,81,81,81,81,92,92,92,92,93,93,73,73,73,73,73,73,50,50,50,50,50,50,29,30,33,33,34,34,0,0,0,0,0,1,115.42676399026763,117.85985401459854,147.05693430656933,147.05693430656933,148.2734793187348,148.2734793187348,0.0,0.0,0.0,0.0,0.0,0.024330900243309,50,50,50,50,50,50,32,32,32,32,32,32,38,38,38,38,39,39,47,47,47,47,47,47,485.15815085158147,485.15815085158147,485.15815085158147,485.15815085158147,485.15815085158147,485.15815085158147,595.3284671532847,595.3284671532847,595.3284671532847,595.3284671532847,595.3284671532847,595.3284671532847,262.77372262773724,262.77372262773724,262.77372262773724,262.77372262773724,262.77372262773724,262.77372262773724,119.92700729927007,119.92700729927007,119.92700729927007,119.92700729927007,119.92700729927007,119.92700729927007,0.0,0.0,0.0,0.0,0.0,0.0,301.60583941605836,301.60583941605836,301.60583941605836,301.60583941605836,301.60583941605836,301.60583941605836,0.0,0.0,0.0,0.0,0.0,0.0,29,29,29,29,29,29,13,13,13,13,13,13,6,6,6,6,6,6,0,0,0,0,0,0,28,28,28,28,28,28,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,5,5,1,1,1,1,1,1,0,0,0,0,0,0
20502,0,0x3273f18Ef6E01BBEC733EF41230c5290B8862208,1,Nairobi,male,Shop,159,265,397.17980535279804,399.63722627737224,428.834306569343,428.834306569343,430.0508515815085,430.0508515815085,349.5377128953771,349.5377128953771,349.5377128953771,349.5377128953771,349.5377128953771,349.5377128953771,382.1897810218978,382.1897810218978,382.1897810218978,382.1897810218978,382.1897810218978,382.1897810218978,40,40,40,40,40,40,32,32,32,32,32,32,23,23,23,23,23,23,18,18,18,18,18,18,16,18,21,21,22,22,2,4,4,4,4,5,47.64209245742092,50.09951338199514,79.29659367396594,79.29659367396594,80.51313868613138,80.51313868613138,12.408759124087592,12.457420924574208,12.457420924574208,12.457420924574208,12.457420924574208,13.16301703163017,8,8,8,8,8,8,4,4,4,4,4,4,20,20,20,20,20,20,19,19,19,19,19,19,54.45255474452554,54.45255474452554,54.45255474452554,54.45255474452554,54.45255474452554,54.45255474452554,252.43309002433088,252.43309002433088,252.43309002433088,252.43309002433088,252.43309002433088,252.43309002433088,0.0,0.0,0.0,0.0,0.0,0.0,7.78588807785888,7.78588807785888,7.78588807785888,7.78588807785888,7.78588807785888,7.78588807785888,42.579075425790755,42.579075425790755,42.579075425790755,42.579075425790755,42.579075425790755,42.579075425790755,14.963503649635037,14.963503649635037,14.963503649635037,14.963503649635037,14.963503649635037,14.963503649635037,0.0,0.0,0.0,0.0,0.0,0.0,18,18,18,18,18,18,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
20547,0,0xF89B0594892d9e493CbBB567538DB796bcc71dC0,0,Nairobi,male,None,159,264,1589.8189781021897,1592.2520681265205,1592.2520681265205,1592.2520681265205,1593.4686131386861,1593.4686131386861,1523.8442822384427,1523.8442822384427,1523.8442822384427,1523.8442822384427,1523.8442822384427,1523.8442822384427,1588.6374695863747,1588.6374695863747,1588.6374695863747,1588.6374695863747,1588.6374695863747,1588.6374695863747,60,60,60,60,60,60,72,72,72,72,72,72,38,38,38,38,38,38,48,48,48,48,48,48,16,17,17,17,18,18,0,0,0,0,0,1,65.97469586374696,68.40778588807785,68.40778588807785,68.40778588807785,69.62433090024331,69.62433090024331,0.0,0.0,0.0,0.0,0.0,0.097323600973236,23,23,23,23,23,23,14,14,14,14,14,14,43,43,43,43,43,43,39,39,39,39,39,39,279.5133819951338,279.5133819951338,279.5133819951338,279.5133819951338,279.5133819951338,279.5133819951338,288.6861313868613,288.6861313868613,288.6861313868613,288.6861313868613,288.6861313868613,288.6861313868613,111.58150851581509,111.58150851581509,111.58150851581509,111.58150851581509,111.58150851581509,111.58150851581509,200.3406326034063,200.3406326034063,200.3406326034063,200.3406326034063,200.3406326034063,200.3406326034063,0.0,0.0,0.0,0.0,0.0,0.0,564.8418491484184,564.8418491484184,564.8418491484184,564.8418491484184,564.8418491484184,564.8418491484184,0.0,0.0,0.0,0.0,0.0,0.0,18,18,18,18,18,18,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,25,25,25,25,25,25,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,0,0,0,0,0,0
20568,0,0xD362CBC593EbD49C1fc268beF38628A059a0Db17,0,Nairobi,male,Food/Water,159,264,1375.3773722627736,1377.8104622871047,1377.8104622871047,1377.8104622871047,1379.02700729927,1379.02700729927,1307.0559610705595,1307.0559610705595,1307.0559610705595,1307.0559610705595,1307.0559610705595,1307.0559610705595,1374.8175182481752,1374.8175182481752,1374.8175182481752,1374.8175182481752,1374.8175182481752,1374.8175182481752,51,51,51,51,51,51,63,63,63,63,63,63,51,51,51,51,51,51,26,26,26,26,26,26,13,14,14,14,15,15,0,0,0,0,0,1,68.32141119221411,70.75450121654501,70.75450121654501,70.75450121654501,71.97104622871046,71.97104622871046,0.0,0.0,0.0,0.0,0.0,0.072992700729927,38,38,38,38,38,38,18,18,18,18,18,18,21,21,21,21,21,21,31,31,31,31,31,31,468.85644768856446,468.85644768856446,468.85644768856446,468.85644768856446,468.85644768856446,468.85644768856446,531.1922141119221,531.1922141119221,531.1922141119221,531.1922141119221,531.1922141119221,531.1922141119221,261.31386861313865,261.31386861313865,261.31386861313865,261.31386861313865,261.31386861313865,261.31386861313865,119.44038929440389,119.44038929440389,119.44038929440389,119.44038929440389,119.44038929440389,119.44038929440389,0.0,0.0,0.0,0.0,0.0,0.0,301.654501216545,301.654501216545,301.654501216545,301.654501216545,301.654501216545,301.654501216545,0.0,0.0,0.0,0.0,0.0,0.0,24,24,24,24,24,24,10,10,10,10,10,10,5,5,5,5,5,5,0,0,0,0,0,0,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0
20637,0,0x9795e7d77fa8c6Cfd9ED8460b338916f71441C5c,0,Kwale,male,Farming/Labour,159,273,222.55352798053528,224.88929440389296,259.80413625304135,259.80413625304135,261.9939172749392,296.30048661800487,198.7104622871046,198.7104622871046,233.62530413625302,233.62530413625302,234.5985401459854,267.44525547445255,185.64476885644768,222.53041362530413,222.53041362530413,222.53041362530413,222.53041362530413,255.3771289537713,37,37,39,39,40,44,39,43,43,43,43,46,14,14,14,14,15,15,12,12,12,12,12,12,11,12,12,12,13,16,0,0,0,0,0,1,23.843065693430656,26.17883211678832,26.17883211678832,26.17883211678832,27.395377128953772,28.855231143552313,0.0,0.0,0.0,0.0,0.0,0.8029197080291971,23,27,27,27,27,30,18,18,19,19,19,23,15,15,15,15,15,15,18,18,19,19,20,20,108.75912408759123,108.75912408759123,140.7785888077859,140.7785888077859,140.7785888077859,173.62530413625302,0.0,0.0,0.0,0.0,0.0,0.0,90.0243309002433,90.0243309002433,90.0243309002433,90.0243309002433,90.0243309002433,90.0243309002433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.62043795620437,132.50608272506082,132.50608272506082,132.50608272506082,132.50608272506082,165.35279805352798,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20,20,20,20,20,20,0,0,0,0,0,0,0,0,0,0,0,0,19,23,23,23,23,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20641,1,0x051205a8eeB0FC44204cf3a4fcba1aBa7a7a6adC,0,Nairobi,female,Shop,159,263,3054.3688564476884,3275.7800486618003,3275.7800486618003,3629.3566909975666,3631.789781021898,3631.789781021898,2984.0632603406325,3203.0413625304136,3203.0413625304136,3556.32603406326,3556.32603406326,3556.32603406326,3054.3552311435524,3275.7664233576643,3275.7664233576643,3629.0510948905107,3630.559610705596,3630.559610705596,73,75,75,87,87,87,88,89,89,100,101,101,48,48,48,58,58,58,57,57,57,67,68,68,19,20,20,21,23,23,0,0,0,0,0,1,70.30559610705596,72.73868613138686,72.73868613138686,73.03065693430656,75.46374695863747,75.46374695863747,0.0,0.0,0.0,0.0,0.0,0.024330900243309,31,31,31,34,34,34,27,27,27,30,30,30,53,54,54,62,63,63,45,47,47,56,56,56,850.1216545012165,850.1216545012165,850.1216545012165,913.625304136253,913.625304136253,913.625304136253,626.8856447688564,626.8856447688564,626.8856447688564,699.8783454987835,699.8783454987835,699.8783454987835,209.9756690997567,209.9756690997567,209.9756690997567,209.9756690997567,209.9756690997567,209.9756690997567,84.96350364963503,84.96350364963503,84.96350364963503,84.96350364963503,84.96350364963503,84.96350364963503,1280.0,1501.411192214112,1501.411192214112,1708.7104622871045,1708.7104622871045,1708.7104622871045,613.8442822384428,613.8442822384428,613.8442822384428,672.2384428223844,673.7469586374696,673.7469586374696,0.0,0.0,0.0,0.0,0.0,0.0,27,27,27,32,32,32,8,8,8,8,8,8,5,5,5,5,5,5,9,10,10,11,11,11,26,26,26,30,31,31,0,0,0,0,0,0,3,3,3,3,3,3,4,4,4,5,5,5,1,1,1,1,1,1,0,0,0,0,0,0
20646,1,0xB873df33c9f2A19b7CCB6180Dc283899FCC916cc,1,Nairobi,female,Shop,159,263,2017.6778588807786,2020.1109489051094,2049.30802919708,2059.0403892944037,2061.4734793187345,2062.4467153284672,1947.2019464720195,1947.2019464720195,1947.2019464720195,1956.934306569343,1956.934306569343,1956.934306569343,2017.007299270073,2017.007299270073,2017.007299270073,2059.0267639902677,2060.243309002433,2061.4598540145985,64,64,64,67,67,67,76,76,76,77,78,79,47,47,47,48,48,48,57,57,57,58,59,60,18,19,22,22,24,26,0,0,0,0,0,1,70.47591240875911,72.90900243309002,102.10608272506083,102.10608272506083,104.53917274939174,105.5124087591241,0.0,0.0,0.0,0.0,0.0,0.024330900243309,22,22,22,22,22,23,27,27,27,29,29,29,52,52,52,53,54,54,35,35,35,36,36,36,801.4598540145985,801.4598540145985,801.4598540145985,808.7591240875912,808.7591240875912,808.7591240875912,515.669099756691,515.669099756691,515.669099756691,557.6885644768856,557.6885644768856,558.905109489051,286.0827250608272,286.0827250608272,286.0827250608272,286.0827250608272,287.29927007299267,287.29927007299267,8.442822384428224,8.442822384428224,8.442822384428224,8.442822384428224,8.442822384428224,8.442822384428224,0.559610705596107,0.559610705596107,0.559610705596107,0.559610705596107,0.559610705596107,0.559610705596107,730.1459854014598,730.1459854014598,730.1459854014598,730.1459854014598,730.1459854014598,730.1459854014598,0.0,0.0,0.0,0.0,0.0,0.0,21,21,21,22,22,23,9,9,9,9,10,10,3,3,3,3,3,3,1,1,1,1,1,1,26,26,26,26,26,26,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,3,0,0,0,0,0,0
20697,0,0x063b4f72Bf13394db61F004b9e143B9DC6A1fb1F,1,Nairobi,male,None,159,265,2105.4150851581508,2107.8481751824816,2137.0452554744525,2137.0452554744525,2138.261800486618,2138.261800486618,2037.2262773722628,2037.2262773722628,2037.2262773722628,2037.2262773722628,2037.2262773722628,2037.2262773722628,2104.7445255474454,2104.7445255474454,2104.7445255474454,2104.7445255474454,2104.7445255474454,2104.7445255474454,67,67,67,67,67,67,78,78,78,78,78,78,49,49,49,49,49,49,55,55,55,55,55,55,19,20,23,23,24,24,0,0,0,0,0,1,68.18880778588807,70.62189781021897,99.81897810218979,99.81897810218979,101.03552311435524,101.03552311435524,0.0,0.0,0.0,0.0,0.0,0.681265206812652,18,18,18,18,18,18,29,29,29,29,29,29,58,58,58,58,58,58,36,36,36,36,36,36,859.8540145985401,859.8540145985401,859.8540145985401,859.8540145985401,859.8540145985401,859.8540145985401,565.1338199513382,565.1338199513382,565.1338199513382,565.1338199513382,565.1338199513382,565.1338199513382,440.6812652068126,440.6812652068126,440.6812652068126,440.6812652068126,440.6812652068126,440.6812652068126,2.506082725060827,2.506082725060827,2.506082725060827,2.506082725060827,2.506082725060827,2.506082725060827,0.559610705596107,0.559610705596107,0.559610705596107,0.559610705596107,0.559610705596107,0.559610705596107,787.7858880778589,787.7858880778589,787.7858880778589,787.7858880778589,787.7858880778589,787.7858880778589,0.0,0.0,0.0,0.0,0.0,0.0,24,24,24,24,24,24,11,11,11,11,11,11,3,3,3,3,3,3,1,1,1,1,1,1,24,24,24,24,24,24,0,0,0,0,0,0,1,1,1,1,1,1,4,4,4,4,4,4,3,3,3,3,3,3,0,0,0,0,0,0
20708,0,0x7d5FCA090DA933FCA460468B2D4aAf06ad22B99d,1,Kwale,male,Farming/Labour,159,264,961.0948905109489,4964.555474452555,5382.195377128954,5671.806082725061,6710.200243309002,6710.200243309002,922.530413625304,4915.231143552312,5297.226277372262,5584.330900243309,6620.291970802919,6620.291970802919,942.2627737226277,3602.7250608272507,4980.340632603406,5282.043795620438,5501.021897810218,5501.021897810218,58,79,86,93,101,101,52,85,103,111,117,117,50,56,58,58,58,58,10,17,20,20,20,20,17,22,27,28,30,30,0,1,2,2,2,3,38.564476885644766,49.32433090024331,84.969099756691,87.47518248175182,89.90827250608272,89.90827250608272,0.0,2.2627737226277373,3.2116788321167884,3.2116788321167884,3.2116788321167884,27.323600973236008,23,42,56,63,67,67,10,25,31,38,45,45,28,41,45,46,48,48,28,32,33,33,34,34,255.59610705596106,3102.311435523114,3469.70802919708,3756.812652068126,4489.85401459854,4489.85401459854,0.0,145.98540145985402,243.30900243309003,267.639902676399,328.4671532846715,328.4671532846715,238.85644768856446,1089.8296836982968,1632.8953771289537,1674.257907542579,1681.5571776155716,1681.5571776155716,0.0,0.0,0.0,0.0,0.0,0.0,664.2335766423357,1912.4087591240875,2345.498783454988,2362.530413625304,2501.216545012165,2501.216545012165,39.17274939172749,332.84671532846716,636.9829683698297,855.9610705596107,868.1265206812652,868.1265206812652,0.0,0.0,0.0,0.0,0.0,0.0,0,2,4,5,6,6,21,32,38,40,41,41,0,0,0,0,0,0,27,39,44,46,49,49,4,10,15,18,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
